Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,service_count,avg_monthly_value,value_change,revenue_per_month,engagement_score,is_new_customer,contract_risk,payment_risk,monthly_x_tenure,has_internet,has_family,low_engagement,high_risk,cluster,segment,churn_probability,churn_prediction
1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Credit card (automatic),83.15,446.05,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,74.34166666666667,8.808333333333337,83.15,18.630000000000003,1,2,0,415.75,1,0,1,1,0,High Value Loyal,0.6314310854689783,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,74.15,811.8,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,73.8,0.3500000000000085,74.15,18.33,1,2,0,741.5,1,0,1,1,0,High Value Loyal,0.4620250169769862,1
0,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,99.5,1056.95,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,88.07916666666667,11.420833333333334,99.5,23.700000000000003,1,2,1,1094.5,1,0,1,1,0,High Value Loyal,0.8187228841260326,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,44.15,44.15,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,22.075,22.075,44.15,9.63,1,2,0,44.15,1,0,1,1,1,Low Value New,0.5180972435572634,1
0,0,0,1,No,DSL,No,Yes,No,Yes,No,No,month-to-month,1,Mailed check,53.9,834.15,1,True,False,False,True,False,False,False,False,False,True,1-2 years,1,49.067647058823525,4.832352941176474,53.9,16.080000000000002,0,2,0,862.4,1,0,1,0,0,High Value Loyal,0.29182419729405606,0
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Mailed check,85.45,85.45,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,42.725,42.725,85.45,17.89,1,2,0,85.45,1,0,1,1,0,High Value Loyal,0.8682034737659777,1
0,1,1,1,Yes,DSL,No,No,No,No,No,No,month-to-month,0,Mailed check,50.85,239.55,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,47.91,2.9399999999999977,50.85,11.87,1,2,0,203.4,1,0,1,1,1,Low Value New,0.10126273450785628,0
0,0,1,1,No,DSL,No,No,Yes,No,No,Yes,month-to-month,0,Electronic check,59.2,59.2,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,29.6,29.6,59.2,12.640000000000002,1,2,1,59.2,1,0,1,1,1,Low Value New,0.29188059876580064,0
0,0,0,1,No,Fiber optic,No,No,Yes,No,Yes,No,month-to-month,1,Electronic check,83.2,1060.6,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,75.75714285714285,7.44285714285715,83.2,21.04,0,2,1,1081.6,1,0,1,0,0,High Value Loyal,0.6005806222175193,1
0,0,0,1,No,DSL,Yes,Yes,No,No,No,No,month-to-month,1,Electronic check,54.9,54.9,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,27.45,27.45,54.9,11.78,1,2,1,54.9,1,0,1,1,1,Low Value New,0.7033744138584768,1
0,1,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,103.9,2254.2,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,102.46363636363635,1.4363636363636516,103.9,27.58,0,2,1,2181.9,1,0,1,0,0,High Value Loyal,0.7176669460033481,1
0,1,1,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,19.25,180.3,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,15.025,4.225,19.25,7.65,1,2,0,211.75,0,0,1,1,1,Low Value New,0.06652331902499954,0
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,75.45,158.4,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,52.8,22.65,75.45,16.19,1,2,0,150.9,1,0,1,1,0,High Value Loyal,0.7131769906382056,1
1,0,0,1,No,DSL,Yes,Yes,No,No,No,No,month-to-month,0,Mailed check,54.85,104.2,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,34.733333333333334,20.116666666666667,54.85,12.07,1,2,0,109.7,1,0,1,1,1,Low Value New,0.48195333152881675,1
1,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,95.1,95.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,47.55,47.55,95.1,19.82,1,2,1,95.1,1,0,1,1,0,High Value Loyal,0.9509078816565113,1
0,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,75.5,438.0,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,62.57142857142857,12.92857142857143,75.5,17.400000000000002,1,2,1,453.0,1,0,1,1,0,High Value Loyal,0.7363818505717976,1
0,1,0,1,No,Fiber optic,No,No,Yes,No,No,No,month-to-month,1,Electronic check,73.75,325.45,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,65.09,8.659999999999997,73.75,16.45,1,2,1,295.0,1,0,1,1,0,High Value Loyal,0.7061856352068941,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,96.05,1148.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,88.3153846153846,7.734615384615395,96.05,23.31,1,2,1,1152.6,1,0,1,0,0,High Value Loyal,0.661919282001666,1
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,month-to-month,1,Electronic check,88.95,355.2,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,71.03999999999999,17.91000000000001,88.95,19.49,1,2,1,355.8,1,0,1,1,0,High Value Loyal,0.7881829842222285,1
0,0,0,1,No,DSL,No,Yes,No,No,No,No,month-to-month,0,Credit card (automatic),50.7,151.3,1,True,False,False,True,False,False,False,True,False,False,0-1 year,1,30.26,20.44,50.7,11.84,1,2,0,202.8,1,0,1,1,1,Low Value New,0.4324012598721618,1
0,0,0,1,No,DSL,No,No,No,No,Yes,No,month-to-month,0,Credit card (automatic),53.4,188.7,1,True,False,False,True,False,False,False,True,False,False,0-1 year,1,47.175,6.225000000000001,53.4,12.08,1,2,0,160.2,1,0,1,1,1,Low Value New,0.3348689314264583,0
1,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,101.9,5549.4,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,102.76666666666668,-0.86666666666666,101.9,36.78,0,2,1,5400.700000000001,1,0,1,0,2,At Risk Customers,0.5776262795783192,1
0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,one year,1,Electronic check,83.0,5685.8,1,False,True,False,False,True,False,False,False,True,False,4-6 years,1,82.40289855072464,0.5971014492753568,83.0,37.5,0,1,1,5644.0,1,0,1,0,2,At Risk Customers,0.19696794419181216,0
0,0,1,1,No,DSL,Yes,No,No,No,No,No,month-to-month,0,Mailed check,50.6,50.6,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,25.3,25.3,50.6,10.920000000000002,1,2,0,50.6,1,0,1,1,1,Low Value New,0.17038547237725474,0
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,89.5,863.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,78.46363636363637,11.036363636363632,89.5,21.4,1,2,1,895.0,1,0,1,1,0,High Value Loyal,0.7214748930941941,1
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,69.8,69.8,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,34.9,34.9,69.8,14.760000000000002,1,2,1,69.8,1,0,1,1,0,High Value Loyal,0.8201570454007033,1
1,1,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,month-to-month,1,Bank transfer (automatic),93.8,4750.95,1,True,False,False,False,True,False,True,False,False,False,4-6 years,1,91.36442307692307,2.435576923076922,93.8,34.56,0,2,0,4783.8,1,0,1,0,2,At Risk Customers,0.458432301648774,1
0,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,101.05,2391.8,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,95.672,5.377999999999986,101.05,27.91,0,2,1,2425.2,1,0,1,0,0,High Value Loyal,0.7153379532418443,1
0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,94.7,1687.95,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,88.83947368421053,5.860526315789471,94.7,24.84,0,2,1,1704.6,1,0,1,0,0,High Value Loyal,0.7039488662874036,1
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,two year,1,Bank transfer (automatic),104.15,7689.95,1,False,False,True,False,True,False,True,False,False,False,4-6 years,1,105.3417808219178,-1.1917808219178028,104.15,42.93,0,0,0,7498.8,1,0,1,0,2,At Risk Customers,0.14700075274818053,0
0,1,1,1,No,DSL,No,No,No,Yes,No,Yes,month-to-month,0,Credit card (automatic),61.45,229.55,1,True,False,False,True,False,False,False,True,False,False,0-1 year,1,45.91,15.54,61.45,13.99,1,2,0,245.8,1,0,1,1,0,High Value Loyal,0.1894017761253421,0
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,90.55,90.55,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,45.275,45.275,90.55,18.91,1,2,1,90.55,1,0,1,1,0,High Value Loyal,0.9189506487064981,1
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Bank transfer (automatic),88.8,2274.35,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,84.23518518518519,4.5648148148148096,88.8,26.06,0,2,0,2308.8,1,0,1,0,0,High Value Loyal,0.4710161063637453,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Mailed check,85.2,602.55,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,75.31875,9.881250000000009,85.2,19.640000000000004,1,2,0,596.4,1,0,1,1,0,High Value Loyal,0.632356550679575,1
1,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,91.4,449.75,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,74.95833333333333,16.441666666666677,91.4,20.28,1,2,1,457.0,1,0,1,1,0,High Value Loyal,0.7935792830906687,1
0,1,0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Bank transfer (automatic),106.15,4512.7,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,104.94651162790696,1.2034883720930338,106.15,34.330000000000005,0,2,0,4458.3,1,0,1,0,2,At Risk Customers,0.5809924503633334,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,45.3,196.95,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,39.39,5.909999999999997,45.3,10.76,1,2,0,181.2,1,0,1,1,1,Low Value New,0.3602027973143339,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Credit card (automatic),73.25,131.05,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,43.68333333333334,29.566666666666663,73.25,15.75,1,2,0,146.5,1,0,1,1,0,High Value Loyal,0.743102046847536,1
0,1,1,1,No,DSL,No,No,Yes,No,No,No,month-to-month,1,Electronic check,51.05,415.05,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,46.11666666666667,4.93333333333333,51.05,13.11,1,2,1,408.4,1,0,1,1,1,Low Value New,0.17755080146067045,0
0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Bank transfer (automatic),85.35,754.65,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,75.465,9.884999999999993,85.35,20.27,1,2,0,768.15,1,0,1,1,0,High Value Loyal,0.688734720525445,1
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,75.35,75.35,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,37.675,37.675,75.35,15.87,1,2,1,75.35,1,0,1,1,0,High Value Loyal,0.8587684658901307,1
0,0,0,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,1,Electronic check,75.2,3198.6,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,72.69545454545454,2.5045454545454646,75.2,28.44,0,2,1,3233.6,1,0,1,0,0,High Value Loyal,0.34544966537757205,0
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,20.9,20.9,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,10.45,10.45,20.9,4.98,1,2,0,20.9,0,0,1,1,1,Low Value New,0.24470435364383622,0
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Electronic check,43.3,123.65,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,30.9125,12.387499999999996,43.3,10.06,1,2,1,129.89999999999998,1,0,1,1,1,Low Value New,0.4887960481000773,1
0,1,0,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,one year,1,Bank transfer (automatic),109.5,7534.65,1,False,True,False,False,True,False,True,False,False,False,4-6 years,1,106.1218309859155,3.3781690140845058,109.5,43.400000000000006,0,1,0,7665.0,1,0,1,0,2,At Risk Customers,0.32723933441939596,0
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Credit card (automatic),84.8,906.85,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,75.57083333333334,9.229166666666655,84.8,20.76,1,2,0,932.8,1,0,1,1,0,High Value Loyal,0.614214824172797,1
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,month-to-month,1,Electronic check,95.05,4888.7,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,95.85686274509804,-0.8068627450980443,95.05,34.510000000000005,0,2,1,4752.5,1,0,1,0,2,At Risk Customers,0.5330527988153105,1
1,0,0,1,No,DSL,No,No,Yes,No,No,No,month-to-month,0,Electronic check,50.35,237.25,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,39.54166666666666,10.808333333333335,50.35,12.07,1,2,1,251.75,1,0,1,1,1,Low Value New,0.4274108994483092,1
0,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),74.6,74.6,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,37.3,37.3,74.6,15.72,1,2,0,74.6,1,0,1,1,0,High Value Loyal,0.8456244011308074,1
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,19.7,342.4,1,True,False,False,False,False,True,False,False,False,True,1-2 years,1,20.141176470588235,-0.4411764705882355,19.7,9.24,0,2,0,315.2,0,0,1,0,1,Low Value New,0.13698702757195896,0
0,0,0,1,No,DSL,No,No,Yes,No,No,Yes,month-to-month,1,Electronic check,59.45,892.65,1,True,False,False,True,False,False,False,False,True,False,1-2 years,1,55.790625,3.659375000000004,59.45,16.89,0,2,1,891.75,1,0,1,0,0,High Value Loyal,0.3952439373592734,1
0,0,0,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,one year,1,Bank transfer (automatic),105.2,4822.85,1,False,True,False,False,True,False,True,False,False,False,2-4 years,1,102.61382978723404,2.58617021276595,105.2,35.34,0,1,0,4839.2,1,0,1,0,2,At Risk Customers,0.31362652259470364,0
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,45.15,438.4,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,48.71111111111111,-3.56111111111111,45.15,11.93,1,2,0,361.2,1,0,1,1,1,Low Value New,0.264737203722336,0
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,month-to-month,0,Electronic check,93.8,3019.5,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,94.359375,-0.5593750000000028,93.8,28.56,0,2,1,2907.8,1,0,1,0,2,At Risk Customers,0.5087694653736544,1
0,0,0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,month-to-month,1,Electronic check,96.2,3183.4,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,96.46666666666668,-0.2666666666666657,96.2,29.340000000000003,0,2,1,3078.4,1,0,1,0,2,At Risk Customers,0.5420470365511647,1
0,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,79.6,79.6,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,39.8,39.8,79.6,16.72,1,2,1,79.6,1,0,1,1,0,High Value Loyal,0.8751797965958554,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Electronic check,85.25,1734.5,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,82.5952380952381,2.654761904761898,85.25,23.55,0,2,1,1705.0,1,0,1,0,0,High Value Loyal,0.540010939178523,1
0,0,0,1,Yes,Fiber optic,No,No,No,Yes,No,No,month-to-month,1,Electronic check,80.5,2088.8,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,77.36296296296297,3.1370370370370324,80.5,24.4,0,2,1,2093.0,1,0,1,0,0,High Value Loyal,0.4779734878534209,1
1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,month-to-month,1,Electronic check,89.8,502.6,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,83.76666666666667,6.033333333333331,89.8,19.96,1,2,1,449.0,1,0,1,1,0,High Value Loyal,0.7176583508862289,1
0,0,0,1,No,DSL,No,Yes,No,No,No,No,month-to-month,1,Electronic check,50.75,50.75,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,25.375,25.375,50.75,10.95,1,2,1,50.75,1,0,1,1,1,Low Value New,0.6640212387336599,1
0,1,0,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,month-to-month,1,Credit card (automatic),89.65,1208.35,1,True,False,False,False,True,False,False,True,False,False,1-2 years,1,80.55666666666666,9.093333333333348,89.65,22.630000000000003,0,2,0,1255.1,1,0,1,0,0,High Value Loyal,0.6441019966004596,1
0,0,0,1,No,DSL,No,Yes,No,Yes,No,Yes,one year,1,Mailed check,65.4,2498.4,1,False,True,False,True,False,False,False,False,False,True,2-4 years,1,67.52432432432433,-2.12432432432432,65.4,24.380000000000003,0,1,0,2354.4,1,0,1,0,0,High Value Loyal,0.11903725323803102,0
0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Mailed check,72.9,651.4,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,65.14,7.760000000000005,72.9,17.78,1,2,0,656.1,1,0,1,1,0,High Value Loyal,0.18479816967580837,0
0,0,0,0,No,DSL,Yes,No,Yes,Yes,No,No,month-to-month,0,Mailed check,40.0,223.45,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,37.24166666666667,2.758333333333333,40.0,9.5,1,2,0,200.0,1,0,1,1,3,Premium Customers,0.46733304692328975,1
1,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Credit card (automatic),99.45,919.4,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,91.94,7.510000000000005,99.45,23.09,1,2,0,895.0500000000001,1,0,1,1,0,High Value Loyal,0.6991989489507212,1
0,0,0,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,month-to-month,1,Electronic check,86.25,181.65,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,60.55,25.7,86.25,18.35,1,2,1,172.5,1,0,1,1,0,High Value Loyal,0.8284829655148721,1
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,70.1,551.35,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,61.26111111111111,8.838888888888881,70.1,16.919999999999998,1,2,0,560.8,1,0,1,1,0,High Value Loyal,0.5199765460933263,1
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),70.2,115.95,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,38.65,31.550000000000004,70.2,15.14,1,2,0,140.4,1,0,1,1,0,High Value Loyal,0.75026434866689,1
0,0,0,1,No,DSL,Yes,Yes,No,No,No,No,month-to-month,0,Electronic check,55.35,165.2,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,41.3,14.050000000000004,55.35,12.47,1,2,1,166.05,1,0,1,1,1,Low Value New,0.49165770313931206,1
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,month-to-month,1,Electronic check,84.2,4146.05,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,79.73173076923078,4.468269230769224,84.2,32.64,0,2,1,4294.2,1,0,1,0,2,At Risk Customers,0.46906592558556004,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Mailed check,45.85,81.0,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,27.0,18.85,45.85,10.27,1,2,0,91.7,1,0,1,1,1,Low Value New,0.402754168286132,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,0,Electronic check,75.25,3017.65,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,75.44125,-0.1912499999999966,75.25,27.25,0,2,1,2934.75,1,0,1,0,0,High Value Loyal,0.27190614657366935,0
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Bank transfer (automatic),100.15,1164.3,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,89.56153846153846,10.588461538461544,100.15,24.130000000000003,1,2,0,1201.8000000000002,1,0,1,0,0,High Value Loyal,0.6369964950899365,1
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,0,Electronic check,105.75,2710.25,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,100.37962962962963,5.370370370370367,105.75,29.450000000000003,0,2,1,2749.5,1,0,1,0,2,At Risk Customers,0.6699706844755948,1
1,1,0,0,No,DSL,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,48.35,810.7,1,True,False,False,True,False,False,False,False,True,False,1-2 years,0,42.66842105263158,5.681578947368422,48.35,15.07,0,2,1,870.3000000000001,1,0,1,0,3,Premium Customers,0.6614883594866182,1
0,1,1,0,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,24.4,36.55,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,12.183333333333332,12.216666666666669,24.4,5.48,1,2,0,48.8,1,0,1,1,3,Premium Customers,0.263334807078971,0
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),20.95,85.5,1,True,False,False,False,False,True,True,False,False,False,0-1 year,1,17.1,3.849999999999998,20.95,5.890000000000001,1,2,0,83.8,0,0,1,1,1,Low Value New,0.18811736999325535,0
1,1,0,1,No,DSL,Yes,No,No,No,No,No,month-to-month,1,Electronic check,49.55,49.55,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,24.775,24.775,49.55,10.71,1,2,1,49.55,1,0,1,1,1,Low Value New,0.7240080441047733,1
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,20.25,178.5,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,17.85,2.3999999999999986,20.25,7.25,1,2,0,182.25,0,0,1,1,1,Low Value New,0.1558999258718339,0
1,1,0,1,No,DSL,No,Yes,No,No,No,No,month-to-month,0,Credit card (automatic),50.15,115.1,1,True,False,False,True,False,False,False,True,False,False,0-1 year,1,38.36666666666667,11.783333333333331,50.15,11.13,1,2,0,100.3,1,0,1,1,1,Low Value New,0.4489341353709409,1
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,month-to-month,1,Electronic check,95.9,2745.2,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,91.50666666666666,4.393333333333345,95.9,28.380000000000003,0,2,1,2781.1000000000004,1,0,1,0,0,High Value Loyal,0.6656404223572109,1
1,0,0,0,No,DSL,No,No,No,No,No,No,month-to-month,0,Electronic check,25.25,25.25,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,12.625,12.625,25.25,5.3500000000000005,1,2,1,25.25,1,0,1,1,3,Premium Customers,0.5815700515503731,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Electronic check,45.15,416.45,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,41.645,3.5050000000000026,45.15,12.23,1,2,1,406.35,1,0,1,1,1,Low Value New,0.300890666369526,0
0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Bank transfer (automatic),84.4,4116.15,1,True,False,False,False,True,False,True,False,False,False,4-6 years,1,80.70882352941176,3.691176470588246,84.4,32.38,0,2,0,4220.0,1,0,1,0,2,At Risk Customers,0.3825066536920625,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,75.1,75.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,37.55,37.55,75.1,15.82,1,2,1,75.1,1,0,1,1,0,High Value Loyal,0.8519578843664717,1
0,1,0,1,Yes,DSL,No,No,No,No,Yes,Yes,one year,1,Credit card (automatic),70.15,3715.65,1,False,True,False,True,False,False,False,True,False,False,4-6 years,1,67.55727272727273,2.5927272727272737,70.15,30.73,0,1,0,3788.1,1,0,1,0,0,High Value Loyal,0.1373252724641671,0
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,101.75,4273.45,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,99.38255813953488,2.367441860465121,101.75,33.45,0,2,1,4273.5,1,0,1,0,2,At Risk Customers,0.5603407459959072,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Electronic check,45.8,45.8,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,22.9,22.9,45.8,9.96,1,2,1,45.8,1,0,1,1,1,Low Value New,0.5257793639947271,1
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,20.1,20.1,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,10.05,10.05,20.1,4.82,1,2,0,20.1,0,0,1,1,1,Low Value New,0.3097301433039296,0
0,1,0,0,No,DSL,No,No,No,Yes,Yes,No,month-to-month,0,Mailed check,40.65,328.95,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,32.895,7.755000000000003,40.65,10.83,1,2,0,365.85,1,0,1,1,3,Premium Customers,0.5597381071157124,1
1,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,101.0,4680.05,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,99.57553191489362,1.4244680851063831,101.0,34.5,0,2,1,4646.0,1,0,1,0,2,At Risk Customers,0.612830932859413,1
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,69.1,69.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,34.55,34.55,69.1,14.62,1,2,1,69.1,1,0,1,1,0,High Value Loyal,0.8155805386560985,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,75.0,999.45,1,True,False,False,False,True,False,False,False,False,True,1-2 years,1,71.38928571428572,3.61071428571428,75.0,19.4,0,2,0,975.0,1,0,1,0,0,High Value Loyal,0.43360108742517783,1
