Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,service_count,avg_monthly_value,value_change,revenue_per_month,engagement_score,is_new_customer,contract_risk,payment_risk,monthly_x_tenure,has_internet,has_family,low_engagement,high_risk
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Bank transfer (automatic),88.8,2274.35,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,84.23518518518519,4.5648148148148096,88.8,26.060000000000002,0,2,0,2308.7999999999997,1,0,1,0
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Mailed check,85.2,602.55,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,75.31875,9.881250000000009,85.2,19.640000000000004,1,2,0,596.4,1,0,1,1
1,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,91.4,449.75,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,74.95833333333333,16.441666666666677,91.4,20.28,1,2,1,457.0,1,0,1,1
0,1,0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Bank transfer (automatic),106.15,4512.7,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,104.94651162790697,1.2034883720930338,106.15,34.330000000000005,0,2,0,4458.3,1,0,1,0
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,45.3,196.95,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,39.39,5.909999999999997,45.3,10.76,1,2,0,181.2,1,0,1,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Credit card (automatic),73.25,131.05,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,43.68333333333334,29.566666666666663,73.25,15.75,1,2,0,146.5,1,0,1,1
0,1,1,1,No,DSL,No,No,Yes,No,No,No,month-to-month,1,Electronic check,51.05,415.05,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,46.11666666666667,4.93333333333333,51.05,13.110000000000001,1,2,1,408.4,1,0,1,1
0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Bank transfer (automatic),85.35,754.65,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,75.465,9.884999999999991,85.35,20.27,1,2,0,768.15,1,0,1,1
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,75.35,75.35,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,37.675,37.675,75.35,15.870000000000001,1,2,1,75.35,1,0,1,1
0,0,0,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,1,Electronic check,75.2,3198.6,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,72.69545454545454,2.5045454545454646,75.2,28.44,0,2,1,3233.6,1,0,1,0
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,20.9,20.9,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,10.45,10.45,20.9,4.9799999999999995,1,2,0,20.9,0,0,1,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Electronic check,43.3,123.65,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,30.9125,12.387499999999996,43.3,10.06,1,2,1,129.89999999999998,1,0,1,1
0,1,0,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,one year,1,Bank transfer (automatic),109.5,7534.65,1,False,True,False,False,True,False,True,False,False,False,4-6 years,1,106.1218309859155,3.3781690140845058,109.5,43.400000000000006,0,1,0,7665.0,1,0,1,0
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Credit card (automatic),84.8,906.85,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,75.57083333333334,9.229166666666657,84.8,20.76,1,2,0,932.8,1,0,1,1
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,month-to-month,1,Electronic check,95.05,4888.7,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,95.85686274509804,-0.8068627450980443,95.05,34.510000000000005,0,2,1,4752.5,1,0,1,0
1,0,0,1,No,DSL,No,No,Yes,No,No,No,month-to-month,0,Electronic check,50.35,237.25,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,39.541666666666664,10.808333333333337,50.35,12.07,1,2,1,251.75,1,0,1,1
0,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),74.6,74.6,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,37.3,37.3,74.6,15.72,1,2,0,74.6,1,0,1,1
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,19.7,342.4,1,True,False,False,False,False,True,False,False,False,True,1-2 years,1,20.141176470588235,-0.4411764705882355,19.7,9.24,0,2,0,315.2,0,0,1,0
0,0,0,1,No,DSL,No,No,Yes,No,No,Yes,month-to-month,1,Electronic check,59.45,892.65,1,True,False,False,True,False,False,False,False,True,False,1-2 years,1,55.790625,3.6593750000000043,59.45,16.89,0,2,1,891.75,1,0,1,0
0,0,0,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,one year,1,Bank transfer (automatic),105.2,4822.85,1,False,True,False,False,True,False,True,False,False,False,2-4 years,1,102.61382978723405,2.58617021276595,105.2,35.34,0,1,0,4839.2,1,0,1,0
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,45.15,438.4,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,48.71111111111111,-3.56111111111111,45.15,11.93,1,2,0,361.2,1,0,1,1
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,month-to-month,0,Electronic check,93.8,3019.5,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,94.359375,-0.5593750000000028,93.8,28.560000000000002,0,2,1,2907.7999999999997,1,0,1,0
0,0,0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,month-to-month,1,Electronic check,96.2,3183.4,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,96.46666666666667,-0.2666666666666657,96.2,29.340000000000003,0,2,1,3078.4,1,0,1,0
0,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,79.6,79.6,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,39.8,39.8,79.6,16.72,1,2,1,79.6,1,0,1,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Electronic check,85.25,1734.5,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,82.5952380952381,2.654761904761898,85.25,23.55,0,2,1,1705.0,1,0,1,0
0,0,0,1,Yes,Fiber optic,No,No,No,Yes,No,No,month-to-month,1,Electronic check,80.5,2088.8,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,77.36296296296297,3.1370370370370324,80.5,24.400000000000002,0,2,1,2093.0,1,0,1,0
1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,month-to-month,1,Electronic check,89.8,502.6,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,83.76666666666667,6.033333333333331,89.8,19.96,1,2,1,449.0,1,0,1,1
0,0,0,1,No,DSL,No,Yes,No,No,No,No,month-to-month,1,Electronic check,50.75,50.75,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,25.375,25.375,50.75,10.950000000000001,1,2,1,50.75,1,0,1,1
0,1,0,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,month-to-month,1,Credit card (automatic),89.65,1208.35,1,True,False,False,False,True,False,False,True,False,False,1-2 years,1,80.55666666666666,9.093333333333348,89.65,22.630000000000003,0,2,0,1255.1000000000001,1,0,1,0
0,0,0,1,No,DSL,No,Yes,No,Yes,No,Yes,one year,1,Mailed check,65.4,2498.4,1,False,True,False,True,False,False,False,False,False,True,2-4 years,1,67.52432432432433,-2.12432432432432,65.4,24.380000000000003,0,1,0,2354.4,1,0,1,0
0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Mailed check,72.9,651.4,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,65.14,7.760000000000005,72.9,17.78,1,2,0,656.1,1,0,1,1
0,0,0,0,No,DSL,Yes,No,Yes,Yes,No,No,month-to-month,0,Mailed check,40.0,223.45,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,37.24166666666667,2.758333333333333,40.0,9.5,1,2,0,200.0,1,0,1,1
1,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Credit card (automatic),99.45,919.4,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,91.94,7.510000000000005,99.45,23.09,1,2,0,895.0500000000001,1,0,1,1
0,0,0,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,month-to-month,1,Electronic check,86.25,181.65,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,60.550000000000004,25.699999999999996,86.25,18.35,1,2,1,172.5,1,0,1,1
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,70.1,551.35,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,61.26111111111111,8.838888888888881,70.1,16.919999999999998,1,2,0,560.8,1,0,1,1
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),70.2,115.95,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,38.65,31.550000000000004,70.2,15.14,1,2,0,140.4,1,0,1,1
0,0,0,1,No,DSL,Yes,Yes,No,No,No,No,month-to-month,0,Electronic check,55.35,165.2,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,41.3,14.050000000000004,55.35,12.47,1,2,1,166.05,1,0,1,1
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,month-to-month,1,Electronic check,84.2,4146.05,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,79.73173076923078,4.4682692307692236,84.2,32.64,0,2,1,4294.2,1,0,1,0
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Mailed check,45.85,81.0,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,27.0,18.85,45.85,10.27,1,2,0,91.7,1,0,1,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,0,Electronic check,75.25,3017.65,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,75.44125,-0.1912499999999966,75.25,27.25,0,2,1,2934.75,1,0,1,0
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Bank transfer (automatic),100.15,1164.3,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,89.56153846153846,10.588461538461544,100.15,24.130000000000003,1,2,0,1201.8000000000002,1,0,1,0
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,0,Electronic check,105.75,2710.25,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,100.37962962962963,5.370370370370367,105.75,29.450000000000003,0,2,1,2749.5,1,0,1,0
1,1,0,0,No,DSL,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,48.35,810.7,1,True,False,False,True,False,False,False,False,True,False,1-2 years,0,42.66842105263158,5.681578947368422,48.35,15.07,0,2,1,870.3000000000001,1,0,1,0
0,1,1,0,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,24.4,36.55,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,12.183333333333332,12.216666666666667,24.4,5.4799999999999995,1,2,0,48.8,1,0,1,1
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),20.95,85.5,1,True,False,False,False,False,True,True,False,False,False,0-1 year,1,17.1,3.849999999999998,20.95,5.890000000000001,1,2,0,83.8,0,0,1,1
1,1,0,1,No,DSL,Yes,No,No,No,No,No,month-to-month,1,Electronic check,49.55,49.55,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,24.775,24.775,49.55,10.71,1,2,1,49.55,1,0,1,1
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,20.25,178.5,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,17.85,2.3999999999999986,20.25,7.25,1,2,0,182.25,0,0,1,1
1,1,0,1,No,DSL,No,Yes,No,No,No,No,month-to-month,0,Credit card (automatic),50.15,115.1,1,True,False,False,True,False,False,False,True,False,False,0-1 year,1,38.36666666666667,11.783333333333331,50.15,11.13,1,2,0,100.3,1,0,1,1
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,month-to-month,1,Electronic check,95.9,2745.2,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,91.50666666666666,4.393333333333345,95.9,28.380000000000003,0,2,1,2781.1000000000004,1,0,1,0
1,0,0,0,No,DSL,No,No,No,No,No,No,month-to-month,0,Electronic check,25.25,25.25,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,12.625,12.625,25.25,5.3500000000000005,1,2,1,25.25,1,0,1,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Electronic check,45.15,416.45,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,41.644999999999996,3.5050000000000026,45.15,12.229999999999999,1,2,1,406.34999999999997,1,0,1,1
0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Bank transfer (automatic),84.4,4116.15,1,True,False,False,False,True,False,True,False,False,False,4-6 years,1,80.70882352941176,3.691176470588246,84.4,32.38,0,2,0,4220.0,1,0,1,0
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,75.1,75.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,37.55,37.55,75.1,15.82,1,2,1,75.1,1,0,1,1
0,1,0,1,Yes,DSL,No,No,No,No,Yes,Yes,one year,1,Credit card (automatic),70.15,3715.65,1,False,True,False,True,False,False,False,True,False,False,4-6 years,1,67.55727272727273,2.5927272727272737,70.15,30.73,0,1,0,3788.1000000000004,1,0,1,0
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,101.75,4273.45,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,99.38255813953488,2.367441860465121,101.75,33.45,0,2,1,4273.5,1,0,1,0
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Electronic check,45.8,45.8,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,22.9,22.9,45.8,9.96,1,2,1,45.8,1,0,1,1
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,20.1,20.1,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,10.05,10.05,20.1,4.82,1,2,0,20.1,0,0,1,1
0,1,0,0,No,DSL,No,No,No,Yes,Yes,No,month-to-month,0,Mailed check,40.65,328.95,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,32.894999999999996,7.755000000000003,40.65,10.83,1,2,0,365.84999999999997,1,0,1,1
1,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,101.0,4680.05,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,99.57553191489362,1.4244680851063833,101.0,34.5,0,2,1,4646.0,1,0,1,0
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,69.1,69.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,34.55,34.55,69.1,14.620000000000001,1,2,1,69.1,1,0,1,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,75.0,999.45,1,True,False,False,False,True,False,False,False,False,True,1-2 years,1,71.38928571428572,3.6107142857142804,75.0,19.4,0,2,0,975.0,1,0,1,0
0,1,0,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,one year,0,Bank transfer (automatic),100.0,1888.65,1,False,True,False,False,True,False,True,False,False,False,1-2 years,1,94.4325,5.5674999999999955,100.0,26.2,0,1,0,1900.0,1,0,1,0
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,71.15,71.15,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,35.575,35.575,71.15,15.030000000000003,1,2,1,71.15,1,0,1,1
0,0,0,0,No,DSL,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Credit card (automatic),54.15,1240.25,1,True,False,False,True,False,False,False,True,False,False,1-2 years,0,49.61,4.539999999999999,54.15,18.03,0,2,0,1299.6,1,0,1,0
0,1,0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,two year,1,Credit card (automatic),108.75,7156.2,1,False,False,True,False,True,False,False,True,False,False,4-6 years,1,105.23823529411764,3.5117647058823565,108.75,42.349999999999994,0,0,0,7286.25,1,0,1,0
0,1,0,1,No,DSL,No,No,No,Yes,No,No,month-to-month,1,Electronic check,49.15,270.8,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,38.68571428571429,10.464285714285708,49.15,12.129999999999999,1,2,1,294.9,1,0,1,1
0,0,1,1,No,No,No,No,No,No,No,No,month-to-month,1,Electronic check,19.4,374.5,1,True,False,False,False,False,True,False,False,True,False,1-2 years,1,17.833333333333332,1.5666666666666664,19.4,10.379999999999999,0,2,1,388.0,0,0,1,0
1,0,0,1,Yes,Fiber optic,Yes,No,No,No,No,No,month-to-month,1,Electronic check,79.15,1520.9,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,72.42380952380952,6.726190476190482,79.15,22.330000000000002,0,2,1,1583.0,1,0,1,0
1,1,0,1,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,80.4,3605.2,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,76.7063829787234,3.6936170212766086,80.4,30.380000000000003,0,2,1,3698.4,1,0,1,0
0,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,102.0,1145.35,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,95.44583333333333,6.554166666666674,102.0,24.200000000000003,1,2,1,1122.0,1,0,1,1
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,20.65,38.7,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,12.9,7.749999999999998,20.65,5.23,1,2,0,41.3,0,0,1,1
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,70.8,70.8,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,35.4,35.4,70.8,14.96,1,2,0,70.8,1,0,1,1
0,0,0,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,month-to-month,1,Credit card (automatic),89.05,1448.6,1,True,False,False,False,True,False,False,True,False,False,1-2 years,1,85.21176470588235,3.838235294117652,89.05,23.11,0,2,0,1424.8,1,0,1,0
0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,96.6,291.9,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,72.975,23.625,96.6,20.72,1,2,1,289.79999999999995,1,0,1,1
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Credit card (automatic),104.5,5921.35,1,True,False,False,False,True,False,False,True,False,False,4-6 years,1,102.09224137931035,2.4077586206896484,104.5,38.5,0,2,0,5956.5,1,0,1,0
0,0,0,1,Yes,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,50.6,249.95,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,41.65833333333333,8.94166666666667,50.6,12.120000000000001,1,2,0,253.0,1,0,1,1
0,0,1,1,No,DSL,Yes,No,No,No,No,No,month-to-month,0,Electronic check,49.35,219.65,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,43.93,5.420000000000002,49.35,11.57,1,2,1,197.4,1,0,1,1
0,0,0,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,94.25,669.0,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,83.625,10.625,94.25,21.450000000000003,1,2,1,659.75,1,0,1,1
0,1,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,68.95,68.95,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,34.475,34.475,68.95,14.590000000000002,1,2,1,68.95,1,0,1,1
1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,93.85,196.75,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,65.58333333333333,28.266666666666666,93.85,19.87,1,2,1,187.7,1,0,1,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,76.05,318.9,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,63.779999999999994,12.270000000000003,76.05,16.91,1,2,1,304.2,1,0,1,1
0,0,0,0,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,24.45,24.45,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,12.225,12.225,24.45,5.19,1,2,0,24.45,1,0,1,1
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,month-to-month,1,Credit card (automatic),89.35,631.85,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,78.98125,10.368749999999991,89.35,20.470000000000002,1,2,0,625.4499999999999,1,0,1,1
0,1,0,1,No,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Electronic check,80.35,307.4,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,61.48,18.869999999999997,80.35,17.77,1,2,1,321.4,1,0,1,1
1,0,0,1,No,DSL,Yes,No,Yes,No,No,No,month-to-month,1,Electronic check,55.8,55.8,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,27.9,27.9,55.8,11.96,1,2,1,55.8,1,0,1,1
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Electronic check,79.05,79.05,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,39.525,39.525,79.05,16.61,1,2,1,79.05,1,0,1,1
0,1,0,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,month-to-month,1,Electronic check,95.0,95.0,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,47.5,47.5,95.0,19.8,1,2,1,95.0,1,0,1,1
0,0,0,0,No,DSL,No,No,No,No,No,No,month-to-month,0,Mailed check,25.2,25.2,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,12.6,12.6,25.2,5.34,1,2,0,25.2,1,0,1,1
1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,98.4,4187.75,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,99.70833333333333,-1.308333333333323,98.4,32.480000000000004,0,2,1,4034.4,1,0,1,0
1,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,two year,0,Credit card (automatic),79.4,5154.6,1,False,False,True,True,False,False,False,True,False,False,4-6 years,1,76.93432835820896,2.4656716417910474,79.4,36.18000000000001,0,0,0,5240.400000000001,1,0,1,0
1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,101.4,3496.3,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,97.11944444444445,4.2805555555555515,101.4,31.28,0,2,1,3549.0,1,0,1,0
1,1,0,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,month-to-month,1,Electronic check,89.8,914.3,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,83.11818181818181,6.681818181818187,89.8,21.46,1,2,1,898.0,1,0,1,1
0,1,0,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,two year,0,Bank transfer (automatic),109.75,6110.2,1,False,False,True,False,True,False,True,False,False,False,4-6 years,1,111.09454545454545,-1.3445454545454538,109.75,38.650000000000006,0,0,0,5926.5,1,0,1,0
0,0,0,1,No,No,No,No,No,No,No,No,one year,0,Credit card (automatic),19.3,28.3,1,False,True,False,False,False,True,False,True,False,False,0-1 year,1,9.433333333333334,9.866666666666667,19.3,4.960000000000001,1,1,0,38.6,0,0,1,0
1,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,91.25,2351.8,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,87.10370370370372,4.146296296296285,91.25,26.55,0,2,1,2372.5,1,0,1,0
0,0,0,1,Yes,DSL,No,No,No,No,No,No,month-to-month,1,Electronic check,49.1,679.55,1,True,False,False,True,False,False,False,False,True,False,1-2 years,1,42.471875,6.628125000000004,49.1,14.82,0,2,1,736.5,1,0,1,0
0,0,0,1,Yes,DSL,Yes,No,Yes,Yes,No,No,month-to-month,0,Credit card (automatic),65.25,1994.3,1,True,False,False,True,False,False,False,True,False,False,2-4 years,1,62.321875,2.9281250000000014,65.25,22.85,0,2,0,2022.75,1,0,1,0
1,0,0,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,month-to-month,1,Electronic check,85.45,1505.85,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,79.25526315789473,6.1947368421052715,85.45,22.99,0,2,1,1538.1000000000001,1,0,1,0
0,1,0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,two year,1,Electronic check,94.1,5638.3,1,False,False,True,False,True,False,False,False,True,False,4-6 years,1,90.94032258064516,3.1596774193548356,94.1,37.620000000000005,0,0,1,5740.099999999999,1,0,1,0
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,71.65,71.65,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,35.825,35.825,71.65,15.130000000000003,1,2,1,71.65,1,0,1,1
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,104.65,2542.45,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,101.698,2.9520000000000124,104.65,28.630000000000003,0,2,1,2511.6000000000004,1,0,1,0
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,74.25,210.3,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,52.575,21.674999999999997,74.25,16.25,1,2,1,222.75,1,0,1,1
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,74.2,74.2,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,37.1,37.1,74.2,15.640000000000002,1,2,1,74.2,1,0,1,1
1,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,101.0,4388.4,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,99.73636363636363,1.2636363636363654,101.0,33.6,0,2,1,4343.0,1,0,1,0
0,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,100.2,420.2,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,84.03999999999999,16.16000000000001,100.2,21.740000000000002,1,2,1,400.8,1,0,1,1
1,1,0,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,one year,1,Electronic check,89.05,2177.45,1,False,True,False,False,True,False,False,False,True,False,2-4 years,1,83.74807692307692,5.3019230769230745,89.05,25.81,0,1,1,2226.25,1,0,1,0
0,1,0,1,No,DSL,Yes,No,No,No,Yes,Yes,one year,1,Bank transfer (automatic),70.1,3913.3,1,False,True,False,True,False,False,True,False,False,False,4-6 years,1,67.47068965517242,2.629310344827573,70.1,31.619999999999997,0,1,0,3995.7,1,0,1,0
